Date,TV_Spend,Radio_Spend,Print_Spend,Search_Spend,Social_Media_Spend,Display_Ads_Spend,Email_Marketing_Spend,Influencer_Marketing_Spend,Promotion_Spend,Average_Price,Website_Traffic,New_Customers,Returning_Customers,Orders,Holiday,Season,Competitor_Index,Economic_Index,Revenue,Year,Month,Week,Quarter,WeekOfYear,Total_Marketing_Spend,Digital_Spend,Traditional_Spend,Digital_Spend_Share,Traditional_Spend_Share,TV_Spend_Share,Radio_Spend_Share,Print_Spend_Share,Search_Spend_Share,Social_Media_Spend_Share,Display_Ads_Spend_Share,Email_Marketing_Spend_Share,Influencer_Marketing_Spend_Share,Revenue_Growth_WoW,Marketing_Growth_WoW,Customer_Growth_WoW,Total_Customers,AOV,New_Customer_Share,Naive_ROAS
2022-05-30,605507.27,167433.33,95371.71,242708.27,74619.01,86009.61,30531.6,72758.92,0.0,1317.0,71060.0,1155.0,2440.0,3595.0,0,Spring,94.55,107.98,4464230.33,2022,5,22,2,22,1374939.72,506627.4099999999,868312.3099999999,0.36847245201411444,0.6315275479858855,0.4403882302563781,0.1217750331629084,0.06936428456659904,0.17652284421603587,0.05427075013877699,0.06255518605572032,0.022205773501110287,0.052917898102470995,0.032324441185061614,0.2332945242632274,0.11924034869240341,3595.0,1241.7886870653685,0.32127955493741306,3.246855309409492
2022-06-06,828393.17,114595.62,88235.37,205455.75,191070.63,103451.72,32343.36,29482.22,97762.11,1359.07,91562.0,936.0,2260.0,3196.0,0,Spring,92.99,102.05,4363789.47,2022,6,23,2,23,1593027.84,561803.6799999999,1031224.16,0.3526640689468427,0.6473359310531572,0.5200117343837506,0.07193572963545947,0.05538846703394712,0.12897185149005305,0.11994180214703593,0.06494030889001914,0.020303072669464458,0.01850703375027018,-0.02249903176478807,0.15861649556534752,-0.11098748261474267,3196.0,1365.390948060075,0.2928660826032541,2.7393052151555617
2022-06-13,506136.84,108602.98,94307.97,277247.49,191182.95,167526.93,24553.02,170993.3,88152.67,1314.56,109774.0,1390.0,2273.0,3663.0,0,Spring,91.66,105.97,4790606.47,2022,6,24,2,24,1540551.48,831503.69,709047.79,0.5397441765464404,0.46025582345355964,0.3285426333172586,0.0704961706310522,0.06121701950524886,0.17996639099655404,0.12410033191490623,0.10874477885023355,0.015937812087915428,0.11099486269683113,0.09780879736161974,-0.032941269877618806,0.14612015018773472,3663.0,1307.8368741468742,0.3794703794703795,3.109669837193626
2022-06-20,416773.21,160367.59,80783.92,274428.64,315301.23,98128.08,22889.98,115631.4,0.0,1334.56,104531.0,1045.0,2479.0,3524.0,0,Spring,94.54,104.51,4741256.22,2022,6,25,2,25,1484304.05,826379.33,657924.7200000001,0.5567453177804103,0.44325468221958975,0.2807869519725423,0.10804227745656289,0.05442545279048453,0.18488707889734587,0.21242361361204934,0.06611049804788985,0.015421355213576356,0.07790277200954884,-0.01030146189403025,-0.03651123038095416,-0.03794703794703791,3524.0,1345.4189046538024,0.2965380249716232,3.194262132478854
2022-06-27,599922.55,169916.29,153028.24,363676.22,157459.75,193761.12,24994.48,44107.45,84991.73,1309.02,104193.0,1419.0,2492.0,3911.0,1,Spring,100.15,105.0,5081697.14,2022,6,26,2,26,1706866.0999999999,783999.0199999999,922867.0800000001,0.4593207516395105,0.5406792483604895,0.35147604724237014,0.09954869336264867,0.08965450775547068,0.21306663715449034,0.09225079225605337,0.1135186409759969,0.01464349195288371,0.025841189300086283,0.07180394903863685,0.14994370594084128,0.1098183881952326,3911.0,1299.334477115827,0.3628228074661212,2.977209014813757
2022-07-04,562305.55,133690.78,72866.53,312129.58,173966.75,100093.18,26045.61,73657.16,0.0,1316.04,88838.0,1104.0,2278.0,3382.0,0,Spring,99.01,103.97,4377228.88,2022,7,27,3,27,1454755.1400000001,685892.28,768862.8600000001,0.4714829741038069,0.5285170258961931,0.38652934403792516,0.0918991631815097,0.050088518676758204,0.21455815581445548,0.11958490141509312,0.06880414253081793,0.017903775889047555,0.05063199845439281,-0.13862854093662103,-0.14770400560418873,-0.13525952441830735,3382.0,1294.272288586635,0.3264340626848019,3.0089110941378077
2022-07-11,180487.75,122587.62,104419.97,305316.72,286169.34,127155.35,24551.58,133771.17,0.0,1301.56,100311.0,1070.0,2090.0,3160.0,0,Spring,93.84,105.46,4122847.98,2022,7,28,3,28,1284459.5,876964.16,407495.33999999997,0.6827495611967525,0.31725043880324755,0.1405164974061074,0.0954390698967153,0.08129487150042489,0.23770054252391762,0.2227935874973092,0.09899521938994574,0.019114327855413116,0.10414588393016674,-0.058114598750431345,-0.11706137707820718,-0.06564163217031338,3160.0,1304.6987278481013,0.33860759493670883,3.209792118786151
2022-07-18,479105.09,133009.14,67565.85,217129.21,216250.54,112387.24,20468.24,90021.95,0.0,1320.6,73435.0,1159.0,2112.0,3271.0,0,Spring,100.0,109.49,4171688.29,2022,7,29,3,29,1335937.2599999998,656257.1799999999,679680.08,0.4912335329280359,0.5087664670719642,0.3586284358892723,0.09956241507928301,0.05057561610340894,0.16252949633278438,0.1618717783198891,0.08412613628277725,0.01532125842496526,0.06738486356761994,0.011846255364477365,0.040077371065416756,0.03512658227848098,3271.0,1275.3556374197494,0.3543258942219505,3.122667818996231
2022-07-25,387224.86,134854.02,78535.95,250241.59,220579.25,146929.57,28260.37,79959.91,0.0,1292.42,73792.0,1277.0,2307.0,3584.0,0,Spring,107.64,103.26,4610364.38,2022,7,30,3,30,1326585.52,725970.69,600614.83,0.5472475607905022,0.45275243920949776,0.29189588922996834,0.10165497660490067,0.05920157337462872,0.18863585213865441,0.1662759367371958,0.11075770674777154,0.02130308945329058,0.06027497571358988,0.10515552924976568,-0.007000134123064883,0.09568939162335677,3584.0,1286.373989955357,0.35630580357142855,3.4753616035248145
2022-08-01,731655.64,49633.1,57819.74,202322.38,195191.86,97032.44,24494.31,155747.36,0.0,1300.15,84795.0,1078.0,2246.0,3324.0,0,Spring,103.19,103.42,4299042.74,2022,8,31,3,31,1513896.83,674788.35,839108.48,0.4457294160527438,0.5542705839472561,0.4832929335085535,0.03278499499863541,0.038192655440067204,0.1336434398901542,0.1289333963398285,0.0640944865443704,0.016179642836031304,0.1028784504423594,-0.06752647173627513,0.14119806614503072,-0.0725446428571429,3324.0,1293.334157641396,0.3243080625752106,2.8397197581819364
2022-08-08,413615.38,140945.94,87212.81,230695.98,205230.25,60648.31,21883.1,57617.82,50187.8,1297.36,74122.0,1156.0,2052.0,3208.0,0,Spring,99.81,103.1,4238415.57,2022,8,32,3,32,1217849.5900000003,576075.46,641774.1300000001,0.47302677172145685,0.526973228278543,0.33962763825375175,0.11573345440794537,0.07161213561684573,0.18942895895707446,0.168518552442917,0.04979950767155079,0.01796863929641754,0.047311113353497115,-0.014102481335182104,-0.19555311440872736,-0.03489771359807459,3208.0,1321.2018609725687,0.36034912718204487,3.480245512091521
2022-08-15,692213.83,82215.05,105773.32,200932.0,227479.77,66830.66,23787.04,67115.53,0.0,1284.95,81425.0,1200.0,2351.0,3551.0,0,Spring,112.04,109.09,4524833.28,2022,8,33,3,33,1466347.2,586145.0,880202.2,0.3997313869457384,0.6002686130542616,0.4720667997320143,0.05606792852334018,0.07213388479890712,0.1370289383032886,0.15513363410793843,0.04557628643475434,0.016221969803604495,0.04577055829615251,0.0675765991488182,0.204046223803384,0.10692019950124698,3551.0,1274.2419825401296,0.33793297662630245,3.0857857402394195
2022-08-22,266450.22,65683.44,75694.24,300910.27,143802.64,95503.54,29976.44,106438.01,0.0,1300.35,66600.0,1025.0,2360.0,3385.0,0,Spring,109.28,104.62,4413288.48,2022,8,34,3,34,1084458.7999999998,676630.9,407827.89999999997,0.6239341688222735,0.37606583117772663,0.24569879464300537,0.06056794412106759,0.06979909241365372,0.2774750594490082,0.13260313808140986,0.08806562314769359,0.027641843101831074,0.0981485050423308,-0.02465169280225943,-0.2604351820632932,-0.046747395099971834,3385.0,1303.7779852289514,0.30280649926144754,4.069576898633679
2022-08-29,520601.93,113139.66,72992.92,242986.6,230890.37,70816.41,28067.73,113087.63,0.0,1339.33,81590.0,1047.0,2043.0,3090.0,0,Spring,107.57,105.4,4189852.08,2022,8,35,3,35,1392583.25,685848.74,706734.51,0.4925010695051804,0.5074989304948196,0.37383900028956973,0.08124444983809766,0.0524154803671522,0.17448622909976835,0.1658000482197384,0.05085255046691105,0.02015515409940483,0.08120708761935777,-0.050628097622116064,0.28412739146936716,-0.08714918759231904,3090.0,1355.9391844660195,0.3388349514563107,3.008690561228566
2022-09-05,478190.27,117585.25,55156.78,216204.36,113853.7,126940.99,25187.83,116998.41,0.0,1292.42,68188.0,1211.0,1918.0,3129.0,0,Spring,106.88,104.52,4107185.37,2022,9,36,3,36,1250117.59,599185.29,650932.3,0.4793031429947322,0.5206968570052678,0.3825162319330296,0.0940593516486717,0.0441212734235665,0.17294721850926037,0.09107439244975346,0.10154323962436206,0.02014836860266881,0.09358992380868747,-0.019730221597703768,-0.10230315494603281,0.012621359223300876,3129.0,1312.6191658676894,0.3870246085011186,3.285439228160928
2022-09-12,298523.59,90602.22,71897.48,279886.62,201863.35,97187.91,28060.27,133131.44,0.0,1310.17,71422.0,1310.0,1974.0,3284.0,0,Spring,111.11,103.31,4084559.36,2022,9,37,3,37,1201152.88,740129.5900000001,461023.29000000004,0.6161826711017836,0.38381732889821657,0.24853088642638066,0.0754293824779407,0.0598570599938952,0.23301498473699703,0.16805799941136554,0.08091218996203049,0.023361114531898722,0.11083638245949176,-0.005508884542993031,-0.03916808338006039,0.049536593160754316,3284.0,1243.77568818514,0.3989037758830694,3.4005324617795534
2022-09-19,455201.7,142784.78,45853.64,127992.19,194321.23,193656.52,21226.92,105428.37,0.0,1331.6,57530.0,1110.0,1907.0,3017.0,0,Spring,105.76,104.58,4038473.99,2022,9,38,3,38,1286465.35,642625.2300000001,643840.12,0.49952781860778456,0.5004721813922155,0.35383906764375733,0.11098999285134263,0.03564312089711549,0.09949136212646535,0.1510504966185059,0.15053380178486733,0.016500187898570294,0.0819519701793756,-0.01128282537678671,0.07102548844573398,-0.08130328867235082,3017.0,1338.5727510772292,0.3679151474975141,3.1392015261040647
2022-09-26,824646.08,92222.52,79435.11,182830.15,207266.06,73276.27,34959.39,158083.14,72322.7,1334.54,77480.0,1068.0,2314.0,3382.0,1,Spring,110.03,109.8,4649282.12,2022,9,39,3,39,1652718.7199999997,656415.01,996303.71,0.3971728534665597,0.6028271465334405,0.4989633565716495,0.055800493383411316,0.04806329657837966,0.11062387554973663,0.12540915613275078,0.04433680644701599,0.021152655667868277,0.09565035966918801,0.15124726109725417,0.2846974230592372,0.12098110705999332,3382.0,1374.7138143110585,0.3157894736842105,2.8131115499193964
2022-10-03,514482.35,135840.47,109002.08,356399.95,249961.88,163122.38,35710.95,119001.81,81482.08,1317.82,105288.0,1258.0,2196.0,3454.0,1,Spring,107.12,107.49,4616561.39,2022,10,40,4,40,1683521.8699999999,924196.97,759324.8999999999,0.5489664176444586,0.45103358235554136,0.30559885153140304,0.0806882716646859,0.06474645915945244,0.21169903186348274,0.14847557638202824,0.09689353189097569,0.021212049950975687,0.07068622755699634,-0.0070378026446802355,0.018637865976371515,0.021289178001182796,3454.0,1336.584073537927,0.36421540243196293,2.742204584488112
2022-10-10,175952.25,94866.52,101995.79,231857.21,154762.63,75783.5,24197.92,101404.75,0.0,1276.24,101470.0,1626.0,2747.0,4373.0,0,Spring,104.9,102.81,5586599.84,2022,10,41,4,41,960820.5700000001,588006.01,372814.56,0.6119831614346058,0.38801683856539415,0.18312706398448567,0.09873489698498024,0.10615487759592822,0.24131166342535731,0.16107339375550628,0.07887372769298642,0.025184639833429043,0.10553973672732672,0.2101214232959654,-0.4292794248048586,0.2660683265778807,4373.0,1277.5211159387147,0.3718271209695861,5.814404910169648
2022-10-17,431112.52,114057.7,131275.21,242349.49,132164.97,98313.94,27939.12,103945.77,40688.66,1340.94,83340.0,1150.0,1987.0,3137.0,0,Spring,103.09,105.61,4161098.95,2022,10,42,4,42,1281158.72,604713.2899999999,676445.4299999999,0.47200497530860186,0.527995024691398,0.3365020377802994,0.08902698644552019,0.10246600046557854,0.18916429808166157,0.10316049677279643,0.07673829828048159,0.021807696083120755,0.08113418609054154,-0.2551643093878726,0.33340059528492394,-0.2826434941687629,3137.0,1326.4580650302837,0.3665922856232069,3.2479183765771036
2022-10-24,298811.44,126213.6,66259.97,171078.29,171649.03,121363.41,23362.46,109199.09,0.0,1293.2,79699.0,1093.0,1873.0,2966.0,0,Spring,100.5,102.44,3792974.07,2022,10,43,4,43,1087937.29,596652.28,491285.01,0.5484252497678428,0.4515747502321572,0.27465869838876467,0.11601183373354176,0.0609042181098508,0.1572501389303422,0.15777474637347894,0.11155368155456828,0.02147408698528938,0.10037259592416396,-0.08846818699180425,-0.15081771445149272,-0.05451067899266815,2966.0,1278.8179602157788,0.36850977747808494,3.4863903506791276
2022-10-31,387605.03,81924.31,106379.66,234154.51,132977.98,35568.1,28777.02,132975.35,0.0,1374.16,65529.0,1047.0,1866.0,2913.0,0,Spring,102.49,100.32,3949968.12,2022,10,44,4,44,1140361.96,564452.96,575909.0,0.49497701589414644,0.5050229841058536,0.3398964921628919,0.07184061979759479,0.0932858721453669,0.20533349779573498,0.11661032607576634,0.031190184562101667,0.025234987670055217,0.11660801979048828,0.04139075224418831,0.04818721674665638,-0.01786918408631155,2913.0,1355.9794438722965,0.35942327497425336,3.4637845338159123
2022-11-07,431867.05,144308.9,83849.35,333322.54,212299.02,127437.68,29280.34,125577.5,103576.01,1355.39,88772.0,1049.0,1977.0,3026.0,0,Spring,95.11,105.68,4154578.1,2022,11,45,4,45,1487942.38,827917.08,660025.2999999999,0.5564174333148573,0.44358256668514273,0.2902444716978893,0.09698554321707001,0.05635255177018347,0.22401575792202383,0.14267959757957832,0.08564691866629943,0.019678409858854884,0.0843967492881008,0.05180041301194094,0.3047983291199927,0.03879162375557854,3026.0,1372.9603767349636,0.3466622604097819,2.79216329600075
2022-11-14,181072.77,122074.6,76853.23,280708.88,133676.2,189278.28,15401.84,105902.2,0.0,1379.21,73612.0,888.0,1818.0,2706.0,0,Spring,91.3,105.72,3707471.19,2022,11,46,4,46,1104968.0,724967.3999999999,380000.6,0.6560980951484567,0.3439019048515432,0.16387150578116289,0.11047795049268395,0.06955244857769637,0.25404254240846796,0.12097744007066269,0.17129752173818608,0.013938720397332774,0.09584187053380731,-0.10761788543582806,-0.25738522213474413,-0.10575016523463321,2706.0,1370.0928270509978,0.328159645232816,3.3552747138378667
2022-11-21,266604.58,70750.39,120874.23,340954.99,323592.33,142452.18,44163.65,96310.43,97806.97,1348.25,83908.0,889.0,2210.0,3099.0,1,Spring,96.63,105.25,4253066.19,2022,11,47,4,47,1405702.7799999998,947473.5800000001,458229.2,0.6740212749668179,0.32597872503318237,0.18965928202831045,0.050330973948845725,0.08598846905602621,0.24255126677632383,0.23019967990672968,0.1013387623804799,0.031417487841917766,0.06851407806136657,0.14716095474230784,0.2721660536775723,0.1452328159645233,3099.0,1372.399545014521,0.28686673120361406,3.0255799807125663
