Date,TV_Spend,Radio_Spend,Print_Spend,Search_Spend,Social_Media_Spend,Display_Ads_Spend,Email_Marketing_Spend,Influencer_Marketing_Spend,Promotion_Spend,Average_Price,Website_Traffic,New_Customers,Returning_Customers,Orders,Holiday,Season,Competitor_Index,Economic_Index,Revenue
2022-05-09,598303.25,259136.17,57979.53,292650.61,212897.82,98739.97,24112.66,113145.63,62648.6,1292.75,93154.0,1457.0,2377.0,3834.0,0,Spring,90.97,107.05,4903502.59
2022-05-16,584922.88,165442.76,120189.52,228880.26,270442.77,115100.13,29418.95,142610.29,0.0,1332.09,78453.0,1194.0,2448.0,3642.0,0,Spring,97.34,102.96,4667940.48
2022-05-23,233962.14,103053.21,90472.07,247531.1,203784.54,68727.41,21757.03,145563.57,0.0,1341.09,82326.0,1185.0,2027.0,3212.0,0,Spring,92.65,105.63,4324445.06
2022-05-30,605507.27,167433.33,95371.71,242708.27,74619.01,86009.61,30531.6,72758.92,0.0,1317.0,71060.0,1155.0,2440.0,3595.0,0,Spring,94.55,107.98,4464230.33
2022-06-06,828393.17,114595.62,88235.37,205455.75,191070.63,103451.72,32343.36,29482.22,97762.11,1359.07,91562.0,936.0,2260.0,3196.0,0,Spring,92.99,102.05,4363789.47
2022-06-13,506136.84,108602.98,94307.97,277247.49,191182.95,167526.93,24553.02,170993.3,88152.67,1314.56,109774.0,1390.0,2273.0,3663.0,0,Spring,91.66,105.97,4790606.47
2022-06-20,416773.21,160367.59,80783.92,274428.64,315301.23,98128.08,22889.98,115631.4,0.0,1334.56,104531.0,1045.0,2479.0,3524.0,0,Spring,94.54,104.51,4741256.22
2022-06-27,599922.55,169916.29,153028.24,363676.22,157459.75,193761.12,24994.48,44107.45,84991.73,1309.02,104193.0,1419.0,2492.0,3911.0,1,Spring,100.15,105.0,5081697.14
2022-07-04,562305.55,133690.78,72866.53,312129.58,173966.75,100093.18,26045.61,73657.16,0.0,1316.04,88838.0,1104.0,2278.0,3382.0,0,Spring,99.01,103.97,4377228.88
2022-07-11,180487.75,122587.62,104419.97,305316.72,286169.34,127155.35,24551.58,133771.17,0.0,1301.56,100311.0,1070.0,2090.0,3160.0,0,Spring,93.84,105.46,4122847.98
2022-07-18,479105.09,133009.14,67565.85,217129.21,216250.54,112387.24,20468.24,90021.95,0.0,1320.6,73435.0,1159.0,2112.0,3271.0,0,Spring,100.0,109.49,4171688.29
2022-07-25,387224.86,134854.02,78535.95,250241.59,220579.25,146929.57,28260.37,79959.91,0.0,1292.42,73792.0,1277.0,2307.0,3584.0,0,Spring,107.64,103.26,4610364.38
2022-08-01,731655.64,49633.1,57819.74,202322.38,195191.86,97032.44,24494.31,155747.36,0.0,1300.15,84795.0,1078.0,2246.0,3324.0,0,Spring,103.19,103.42,4299042.74
2022-08-08,413615.38,140945.94,87212.81,230695.98,205230.25,60648.31,21883.1,57617.82,50187.8,1297.36,74122.0,1156.0,2052.0,3208.0,0,Spring,99.81,103.1,4238415.57
2022-08-15,692213.83,82215.05,105773.32,200932.0,227479.77,66830.66,23787.04,67115.53,0.0,1284.95,81425.0,1200.0,2351.0,3551.0,0,Spring,112.04,109.09,4524833.28
2022-08-22,266450.22,65683.44,75694.24,300910.27,143802.64,95503.54,29976.44,106438.01,0.0,1300.35,66600.0,1025.0,2360.0,3385.0,0,Spring,109.28,104.62,4413288.48
2022-08-29,520601.93,113139.66,72992.92,242986.6,230890.37,70816.41,28067.73,113087.63,0.0,1339.33,81590.0,1047.0,2043.0,3090.0,0,Spring,107.57,105.4,4189852.08
2022-09-05,478190.27,117585.25,55156.78,216204.36,113853.7,126940.99,25187.83,116998.41,0.0,1292.42,68188.0,1211.0,1918.0,3129.0,0,Spring,106.88,104.52,4107185.37
2022-09-12,298523.59,90602.22,71897.48,279886.62,201863.35,97187.91,28060.27,133131.44,0.0,1310.17,71422.0,1310.0,1974.0,3284.0,0,Spring,111.11,103.31,4084559.36
2022-09-19,455201.7,142784.78,45853.64,127992.19,194321.23,193656.52,21226.92,105428.37,0.0,1331.6,57530.0,1110.0,1907.0,3017.0,0,Spring,105.76,104.58,4038473.99
2022-09-26,824646.08,92222.52,79435.11,182830.15,207266.06,73276.27,34959.39,158083.14,72322.7,1334.54,77480.0,1068.0,2314.0,3382.0,1,Spring,110.03,109.8,4649282.12
2022-10-03,514482.35,135840.47,109002.08,356399.95,249961.88,163122.38,35710.95,119001.81,81482.08,1317.82,105288.0,1258.0,2196.0,3454.0,1,Spring,107.12,107.49,4616561.39
2022-10-10,175952.25,94866.52,101995.79,231857.21,154762.63,75783.5,24197.92,101404.75,0.0,1276.24,101470.0,1626.0,2747.0,4373.0,0,Spring,104.9,102.81,5586599.84
2022-10-17,431112.52,114057.7,131275.21,242349.49,132164.97,98313.94,27939.12,103945.77,40688.66,1340.94,83340.0,1150.0,1987.0,3137.0,0,Spring,103.09,105.61,4161098.95
2022-10-24,298811.44,126213.6,66259.97,171078.29,171649.03,121363.41,23362.46,109199.09,0.0,1293.2,79699.0,1093.0,1873.0,2966.0,0,Spring,100.5,102.44,3792974.07
2022-10-31,387605.03,81924.31,106379.66,234154.51,132977.98,35568.1,28777.02,132975.35,0.0,1374.16,65529.0,1047.0,1866.0,2913.0,0,Spring,102.49,100.32,3949968.12
2022-11-07,431867.05,144308.9,83849.35,333322.54,212299.02,127437.68,29280.34,125577.5,103576.01,1355.39,88772.0,1049.0,1977.0,3026.0,0,Spring,95.11,105.68,4154578.1
2022-11-14,181072.77,122074.6,76853.23,280708.88,133676.2,189278.28,15401.84,105902.2,0.0,1379.21,73612.0,888.0,1818.0,2706.0,0,Spring,91.3,105.72,3707471.19
2022-11-21,266604.58,70750.39,120874.23,340954.99,323592.33,142452.18,44163.65,96310.43,97806.97,1348.25,83908.0,889.0,2210.0,3099.0,1,Spring,96.63,105.25,4253066.19
2022-11-28,725940.79,68312.57,112134.16,305136.63,183149.61,180291.37,20635.29,148357.58,104864.7,1342.09,66345.0,1188.0,2114.0,3302.0,1,Spring,95.53,101.96,4487513.04
2022-12-05,380791.33,123822.61,85141.32,231651.67,173143.89,164414.24,25938.44,107384.54,0.0,1384.85,61582.0,1093.0,2006.0,3099.0,0,Winter,94.21,102.3,4371976.72
2022-12-12,48332.32,117591.27,75389.0,146622.16,172396.56,121403.7,33482.28,118793.56,0.0,1385.04,88013.0,1097.0,1916.0,3013.0,0,Winter,93.44,103.87,4274543.83
2022-12-19,823722.2,166976.44,74727.56,368164.68,392754.83,144550.57,37893.19,284631.24,80425.16,1381.43,112157.0,1200.0,2541.0,3741.0,1,Winter,91.04,102.89,5060368.43
2022-12-26,717425.71,173196.75,71506.3,415722.74,317846.3,56411.13,31521.4,121381.13,90930.23,1397.91,126780.0,1471.0,2456.0,3927.0,1,Winter,94.5,101.04,5414467.54
2023-01-02,497931.49,188986.16,137277.21,247304.43,277924.95,215265.48,34301.41,182265.28,95347.65,1455.84,104519.0,1423.0,1978.0,3401.0,1,Winter,92.48,98.32,4856023.25
2023-01-09,268548.71,170600.24,82431.21,235608.96,253181.48,131154.52,35608.24,167361.62,0.0,1420.72,68468.0,1219.0,2178.0,3397.0,0,Winter,91.96,101.52,4822867.45
2023-01-16,651982.48,89675.34,76311.51,211729.92,92417.32,95903.66,22284.04,123633.1,0.0,1427.77,94110.0,1203.0,2225.0,3428.0,0,Winter,93.57,103.18,4819177.35
2023-01-23,572889.35,88265.26,90943.64,225434.13,225817.03,144991.49,37123.19,233451.58,0.0,1425.58,78287.0,1182.0,2025.0,3207.0,0,Winter,101.9,98.35,4739048.73
2023-01-30,946673.46,92504.28,110007.41,286104.84,361147.93,116754.51,31901.96,103753.5,0.0,1439.36,106149.0,1488.0,2109.0,3597.0,0,Winter,92.14,101.76,5089194.25
2023-02-06,598245.5,151133.05,96899.74,167109.62,243162.32,120573.98,26741.07,139792.27,0.0,1406.17,66081.0,1090.0,2301.0,3391.0,0,Winter,100.48,100.89,4751086.57
2023-02-13,597854.25,192808.24,78236.57,325445.98,241649.71,171278.04,30055.32,85166.82,0.0,1368.19,95761.0,1430.0,2636.0,4066.0,0,Winter,95.61,101.47,5493812.44
2023-02-20,499762.17,123223.87,123287.65,336967.96,276349.11,87624.02,28197.71,108665.32,0.0,1403.97,143498.0,1574.0,3325.0,4899.0,0,Winter,101.97,101.46,6825498.39
2023-02-27,687353.57,35563.51,132547.3,280649.98,302391.33,194165.43,37941.33,140303.16,0.0,1421.59,112974.0,1270.0,2547.0,3817.0,0,Winter,102.53,98.09,5535275.79
2023-03-06,655320.1,70085.8,107407.0,150059.64,107388.45,86471.49,37561.48,172140.01,0.0,1382.77,89504.0,1247.0,2293.0,3540.0,0,Spring,98.96,96.01,5045846.68
2023-03-13,776808.47,108045.14,119403.65,240047.19,129742.2,120094.54,25282.08,145978.39,0.0,1394.69,81652.0,1448.0,2229.0,3677.0,0,Spring,107.53,97.95,5202686.98
2023-03-20,443058.61,120337.6,126259.76,375694.33,261102.82,237620.59,32174.4,195686.5,0.0,1379.72,91627.0,1571.0,2251.0,3822.0,0,Spring,106.09,100.58,5214181.09
2023-03-27,460260.7,127062.33,123809.06,134465.42,198009.23,202455.02,29931.78,125694.91,0.0,1418.31,105274.0,1310.0,2264.0,3574.0,0,Spring,101.49,97.52,4999637.04
2023-04-03,452245.24,146572.8,111427.21,282287.96,339400.99,156128.51,41163.23,113596.41,0.0,1397.41,87038.0,1166.0,2279.0,3445.0,0,Spring,110.52,97.03,4949186.36
2023-04-10,693276.04,131254.74,110970.91,232080.63,226606.19,109029.46,27528.69,273050.25,0.0,1389.13,87397.0,1532.0,1985.0,3517.0,0,Spring,112.17,94.59,4982795.12
2023-04-17,826105.14,190001.31,108855.62,352652.59,113913.83,127769.07,42826.06,151859.55,0.0,1381.83,94481.0,1252.0,2380.0,3632.0,0,Spring,111.85,101.58,5091819.74
2023-04-24,453405.77,114828.12,69683.36,262423.26,160094.95,155028.36,34303.67,93305.03,0.0,1361.66,84190.0,1166.0,2336.0,3502.0,0,Spring,107.66,99.58,4802191.63
2023-05-01,457795.53,106301.52,112345.63,327085.09,56972.86,153020.86,28396.44,94391.81,0.0,1359.19,85853.0,1006.0,2435.0,3441.0,0,Spring,105.63,99.33,4807970.18
2023-05-08,593507.97,163079.29,62840.79,335637.25,230538.02,146657.84,30784.38,81110.65,0.0,1324.3,88223.0,1351.0,2177.0,3528.0,0,Spring,108.15,99.61,4808942.65
2023-05-15,485469.17,76388.57,75669.89,410334.34,232598.56,148670.79,30003.48,178146.58,0.0,1297.06,122914.0,1548.0,2514.0,4062.0,0,Spring,107.7,98.72,5356841.38
2023-05-22,702731.01,156990.6,124243.33,286300.05,215137.61,139610.24,27427.03,110078.35,48554.14,1336.71,111835.0,1542.0,2119.0,3661.0,0,Spring,104.42,97.0,4884643.68
2023-05-29,110727.97,143648.26,112422.74,318752.16,315827.42,84105.52,34167.37,134536.84,0.0,1333.34,118333.0,1161.0,2605.0,3766.0,0,Spring,96.53,97.09,5142591.03
2023-06-05,367946.73,131961.76,126273.2,206882.5,321585.78,124344.35,27282.43,123851.45,0.0,1344.55,92992.0,1383.0,2136.0,3519.0,0,Spring,98.31,96.51,4741987.09
2023-06-12,372255.95,201841.23,84946.22,361467.47,227477.88,186033.42,22326.29,162960.97,0.0,1345.72,95722.0,1327.0,2409.0,3736.0,0,Spring,97.48,102.6,4923478.7
2023-06-19,95315.09,110035.15,64211.27,245471.13,95288.65,85331.68,31024.73,82671.86,0.0,1340.14,87576.0,1200.0,2042.0,3242.0,0,Spring,89.36,98.43,4461271.3
2023-06-26,449056.57,292373.46,113219.57,343976.13,371772.51,182697.34,32119.91,95321.41,80487.06,1283.83,121962.0,1175.0,2822.0,3997.0,1,Spring,95.05,96.39,5152554.31
2023-07-03,337460.98,123443.02,90516.08,283173.0,268911.06,107243.86,28675.81,133845.57,0.0,1292.47,103014.0,1502.0,2332.0,3834.0,0,Spring,99.59,98.27,4856225.39
2023-07-10,456562.07,80793.7,89036.37,193801.52,250648.1,145671.19,27668.17,151004.55,0.0,1305.58,104642.0,1427.0,2380.0,3807.0,0,Spring,94.14,95.36,5011769.82
2023-07-17,675223.04,132300.36,110872.32,292278.98,291517.62,123452.64,27609.84,136742.6,0.0,1343.86,103135.0,1249.0,2319.0,3568.0,0,Spring,96.42,100.45,4850607.48
2023-07-24,439726.73,86849.33,77784.89,330821.9,152822.09,200021.3,40952.76,80939.82,0.0,1320.9,107986.0,1416.0,2475.0,3891.0,0,Spring,92.69,96.19,5023055.85
2023-07-31,304494.04,98380.01,92138.58,291178.23,351632.35,158432.94,31521.67,150965.2,0.0,1312.62,108696.0,1219.0,2507.0,3726.0,0,Spring,92.4,98.61,4920423.77
2023-08-07,462724.35,140899.21,63190.11,186357.31,163456.74,82831.05,32183.73,82859.34,0.0,1282.28,85192.0,1288.0,2657.0,3945.0,0,Spring,94.56,99.85,4949461.99
2023-08-14,640391.24,145723.1,92644.23,264806.38,268766.33,163103.76,22633.88,92791.09,0.0,1273.05,95986.0,1231.0,2519.0,3750.0,0,Spring,92.06,98.61,4732764.48
2023-08-21,306288.2,100896.7,82764.82,310303.6,116626.93,103704.82,27692.99,72623.12,0.0,1308.03,98790.0,1062.0,2707.0,3769.0,0,Spring,92.95,98.18,4963535.0
2023-08-28,315160.31,159897.57,66822.03,168101.24,162895.72,111308.94,31581.14,176759.74,0.0,1272.63,66073.0,1321.0,2184.0,3505.0,0,Spring,101.15,98.17,4417555.84
2023-09-04,550681.6,165489.91,77062.06,210869.33,313080.14,146947.78,25832.72,145377.64,0.0,1293.06,99973.0,1327.0,2095.0,3422.0,0,Spring,103.09,98.22,4396749.75
2023-09-11,423744.54,175279.29,77904.28,315444.04,203552.1,114399.05,34653.42,143943.47,0.0,1299.49,92456.0,1132.0,2286.0,3418.0,0,Spring,97.67,97.37,4352592.19
2023-09-18,562783.92,141780.98,76057.14,283103.62,271441.62,170269.61,25015.77,173846.55,0.0,1338.3,76933.0,1298.0,2252.0,3550.0,0,Spring,105.2,97.84,4803512.54
2023-09-25,616676.53,232822.68,158939.18,393402.52,317102.91,139502.89,39527.68,333521.39,89252.44,1304.64,119831.0,1398.0,2524.0,3922.0,1,Spring,103.57,101.92,5112967.1
2023-10-02,773360.74,72148.33,107662.59,500605.76,289780.44,148571.91,37820.72,49841.02,87622.65,1268.8,114554.0,1389.0,2446.0,3835.0,1,Spring,106.23,98.98,4872105.79
2023-10-09,294357.88,111348.04,77054.66,297275.26,307309.45,109141.5,31648.16,82704.73,0.0,1333.99,102165.0,1127.0,2324.0,3451.0,0,Spring,107.74,97.87,4539055.48
2023-10-16,462003.85,91543.44,39231.94,309764.21,209132.06,113646.57,28118.84,89073.47,0.0,1316.63,80652.0,1027.0,2225.0,3252.0,0,Spring,110.21,98.67,4371104.9
2023-10-23,432616.32,129003.59,64470.44,425799.29,113267.93,183578.16,30100.95,78651.62,0.0,1338.44,104559.0,1296.0,2203.0,3499.0,0,Spring,108.03,102.18,4589724.39
2023-10-30,270455.18,104027.33,78195.91,266948.27,176852.09,165739.73,30567.68,68516.39,0.0,1343.02,72833.0,996.0,1995.0,2991.0,0,Spring,112.23,101.61,3979631.87
2023-11-06,215161.79,120403.03,69994.61,237014.21,266352.89,213343.95,28517.17,107183.59,0.0,1346.53,80169.0,1224.0,1826.0,3050.0,0,Spring,108.79,101.68,4218369.49
2023-11-13,595391.72,200338.06,114845.62,309939.52,259469.7,239871.42,34805.27,63291.46,0.0,1375.02,64966.0,1079.0,2129.0,3208.0,0,Spring,109.26,100.34,4307375.99
2023-11-20,575044.99,165917.85,111740.24,424873.56,179348.27,134903.81,45971.33,191263.39,97347.84,1335.64,101101.0,1170.0,2441.0,3611.0,1,Spring,104.08,102.31,4616647.27
2023-11-27,426120.2,198906.41,155957.39,354366.98,258348.04,202230.17,44412.24,174576.98,37026.77,1362.8,110847.0,1499.0,2328.0,3827.0,1,Spring,111.97,100.2,5112868.38
2023-12-04,481004.34,123486.91,89855.78,236242.8,203909.23,96331.55,31646.78,153294.81,59080.13,1393.32,88665.0,1263.0,2120.0,3383.0,0,Winter,105.57,101.28,4582615.52
2023-12-11,703395.54,137533.52,90487.03,441821.96,221960.14,115855.05,38445.32,157003.27,0.0,1373.43,95626.0,1361.0,2255.0,3616.0,0,Winter,104.79,104.07,4957904.35
2023-12-18,139178.4,184301.12,119923.4,441308.57,208346.73,167965.48,45406.52,222016.92,102891.22,1359.09,124529.0,1628.0,2493.0,4121.0,1,Winter,96.2,104.21,5793698.38
2023-12-25,332899.08,211503.15,124403.94,358986.99,283569.78,143598.83,45594.97,154489.24,43446.45,1409.58,103313.0,1212.0,2382.0,3594.0,1,Winter,96.88,100.82,5260728.27
2024-01-01,479546.49,254929.41,180040.68,505186.89,278071.16,146116.91,49281.43,340807.69,115423.09,1422.95,94389.0,1393.0,2463.0,3856.0,1,Winter,101.42,101.41,5459681.2
2024-01-08,803274.77,211769.71,39692.5,313969.48,319349.72,153541.26,45756.89,151600.48,0.0,1403.13,120902.0,1337.0,2429.0,3766.0,0,Winter,97.03,103.67,5347013.98
2024-01-15,591291.03,156813.91,47791.72,309124.37,326745.53,103372.8,29560.26,35852.93,0.0,1367.56,116767.0,1237.0,2794.0,4031.0,0,Winter,89.05,107.23,5614822.17
2024-01-22,690624.95,170854.31,83642.36,367185.44,259029.94,206727.75,41839.04,85382.12,0.0,1422.82,120249.0,1241.0,2476.0,3717.0,0,Winter,96.76,100.28,5295238.34
2024-01-29,330770.33,96101.64,98207.52,247963.69,243532.02,121148.27,27205.06,43862.32,0.0,1376.57,122053.0,1451.0,2461.0,3912.0,0,Winter,91.14,104.99,5319990.95
2024-02-05,338137.96,144357.75,115897.57,362261.43,287716.79,311809.95,39707.34,147138.72,66584.9,1416.14,124691.0,1400.0,2566.0,3966.0,0,Winter,96.45,102.01,5785130.08
2024-02-12,649027.48,191829.53,111546.03,473055.62,215935.9,147909.49,48066.94,140548.7,0.0,1391.54,123168.0,1277.0,2853.0,4130.0,0,Winter,91.74,103.8,5799115.61
2024-02-19,577146.77,190013.57,90893.72,377796.88,191951.7,176521.57,42148.6,121265.78,0.0,1384.55,109043.0,1195.0,2760.0,3955.0,0,Winter,92.75,104.65,5315437.87
2024-02-26,678895.17,161511.84,127040.9,322401.82,210151.51,106576.97,40631.45,271641.56,0.0,1396.52,85074.0,1573.0,2258.0,3831.0,0,Winter,96.15,104.84,5468124.03
2024-03-04,535128.11,193347.58,128046.21,315661.71,236330.95,265544.87,36563.39,185004.19,0.0,1398.5,117097.0,1574.0,2840.0,4414.0,0,Spring,,104.91,6067650.81
2024-03-11,631275.69,175992.03,106976.64,324505.36,195014.79,236123.45,40359.57,196992.59,0.0,1385.33,121100.0,1424.0,2762.0,4186.0,0,Spring,91.53,106.27,5856419.79
2024-03-18,608991.29,209293.13,127276.96,337250.4,303888.29,193472.4,38848.1,96284.16,42325.45,1405.33,107304.0,1384.0,2640.0,4024.0,0,Spring,95.25,105.46,5593678.85
2024-03-25,735443.93,167536.44,109774.67,329666.27,351389.08,106263.22,35746.48,92447.69,0.0,1379.35,129229.0,1259.0,2907.0,4166.0,0,Spring,99.83,103.87,5622554.25
2024-04-01,741688.7,137765.89,88383.03,422965.09,162496.99,190024.02,38853.87,156628.79,0.0,1402.02,89607.0,1617.0,2487.0,4104.0,0,Spring,94.98,108.61,5669327.79
2024-04-08,250225.24,169612.03,120645.7,233790.6,294829.23,118722.46,41872.4,165210.16,0.0,1381.72,103283.0,1443.0,2772.0,4215.0,0,Spring,95.64,108.79,5719336.61
2024-04-15,123072.08,18576.54,105335.61,419409.28,274668.19,257338.32,35973.47,39773.96,0.0,1355.44,100475.0,1427.0,2320.0,3747.0,0,Spring,104.76,109.19,5198024.27
2024-04-22,776040.59,170822.66,102182.64,330065.27,320191.01,221949.98,35680.68,143116.54,0.0,1345.09,104828.0,1417.0,2641.0,4058.0,0,Spring,102.03,104.63,5339031.03
2024-04-29,809657.45,0.0,139113.15,383064.18,290388.43,183204.29,32219.31,154683.63,0.0,1322.29,91160.0,1626.0,2494.0,4120.0,0,Spring,104.03,108.51,5542912.82
2024-05-06,365482.63,73229.12,39147.84,274846.87,172151.48,47739.2,42683.97,140033.11,0.0,1353.81,85374.0,1412.0,2516.0,3928.0,0,Spring,100.79,109.44,5290153.0
2024-05-13,197109.54,170992.91,64809.31,446879.85,186762.71,124449.99,43402.5,102855.25,0.0,1333.69,123100.0,1518.0,2549.0,4067.0,0,Spring,105.19,106.19,5395788.76
2024-05-20,579682.34,170806.65,70043.5,438399.04,289518.38,211689.12,41268.19,118845.56,0.0,1286.26,108712.0,1503.0,2567.0,4070.0,0,Spring,107.76,108.41,5185230.9
2024-05-27,736322.42,96454.59,89768.06,415470.93,367349.7,237703.54,45345.26,139871.97,0.0,1316.15,63677.0,1080.0,1849.0,2929.0,0,Spring,110.79,108.29,3828891.16
2024-06-03,896247.83,115361.32,91575.57,241135.03,107562.74,230523.91,39829.14,154807.42,0.0,1302.34,83019.0,1521.0,2668.0,4189.0,0,Spring,105.55,112.32,5549129.53
2024-06-10,642996.84,204933.73,60332.42,400002.25,307898.79,89618.83,41282.05,184002.08,0.0,1345.8,103205.0,1368.0,2552.0,3920.0,0,Spring,112.36,112.58,5421803.54
2024-06-17,468741.34,122826.76,72201.53,367679.17,370992.93,185454.33,40413.62,210379.19,0.0,1274.68,99338.0,1804.0,2528.0,4332.0,0,Spring,104.53,105.47,5426999.44
2024-06-24,494617.34,320988.6,100389.39,308966.45,356375.08,296853.24,51002.21,173370.1,76531.94,1274.96,133231.0,1513.0,3063.0,4576.0,1,Spring,103.44,113.85,5812117.54
2024-07-01,529242.74,140487.05,151284.54,332391.05,315385.61,83920.95,34933.96,117916.21,0.0,1321.71,119582.0,1401.0,2566.0,3967.0,0,Spring,108.77,107.07,5125351.76
2024-07-08,466736.95,156043.21,134431.23,355108.43,217490.55,165096.5,50102.63,167942.55,41751.6,1323.11,93565.0,1433.0,2601.0,4034.0,0,Spring,103.29,110.88,5341935.96
2024-07-15,332504.51,204237.56,82247.45,364520.53,259424.13,177493.49,34749.91,176263.81,0.0,1278.32,117295.0,1567.0,2686.0,4253.0,0,Spring,99.37,110.86,5594155.47
2024-07-22,876352.45,141450.75,82486.59,336783.24,145337.46,147952.5,33268.81,116056.51,0.0,1278.66,91125.0,1416.0,2763.0,4179.0,0,Spring,98.89,106.92,5241843.68
2024-07-29,821140.13,94242.17,64032.23,341472.66,90709.29,71691.19,39055.08,183390.97,0.0,1302.55,86904.0,1389.0,2416.0,3805.0,0,Spring,101.77,109.86,4992724.91
2024-08-05,699935.21,129152.13,46560.94,414787.84,331312.26,144532.6,37780.81,192547.46,0.0,1243.49,132893.0,1493.0,2740.0,4233.0,0,Spring,100.56,108.61,5227880.65
2024-08-12,336644.13,131049.74,85729.51,396440.77,188645.32,143555.92,28555.25,208511.57,25630.66,1253.49,112867.0,1309.0,2887.0,4196.0,0,Spring,92.34,109.86,5328689.55
2024-08-19,640866.91,77681.66,65814.63,135117.58,226096.41,151334.68,42054.43,234064.99,0.0,1286.64,116360.0,1457.0,2569.0,4026.0,0,Spring,93.51,109.13,5015536.15
2024-08-26,600192.93,120738.03,85333.92,295476.35,157930.43,131086.7,35346.51,89024.92,0.0,1325.64,83931.0,1213.0,2576.0,3789.0,0,Spring,93.04,110.96,5112960.16
2024-09-02,563867.48,101208.53,52074.79,304348.28,155836.02,136442.73,29803.22,136653.78,0.0,1289.12,91610.0,1176.0,2744.0,3920.0,0,Spring,89.26,108.6,5087445.73
2024-09-09,699730.23,165814.43,70057.71,204216.62,244701.81,155318.76,42095.72,136368.45,0.0,1303.8,97147.0,1395.0,2528.0,3923.0,0,Spring,91.84,107.98,5103254.42
2024-09-16,594239.36,130981.58,89634.89,320466.35,204779.8,178146.28,39097.91,130496.39,0.0,1329.12,97434.0,1396.0,2423.0,3819.0,0,Spring,92.15,110.36,5188911.96
